ip_addr,src_port,corporation,vendor,device_type,product_code,product_name,revision
65.181.161.130,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA B/16.00,2.16
158.232.179.224,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWAA B/15.00,2.15
146.187.216.129,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/13.00,2.13
65.182.32.237,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.04,2.15
158.142.201.154,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/15.02,2.15
146.187.216.130,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/13.00,2.13
158.254.171.235,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16AWA B/11.00,2.11
50.82.174.149,44818,Omron,Omron Corporation,Communication Module,23,CJ2M-EIP21,2.1
64.194.241.119,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXBA B/11.00,2.11
146.187.216.131,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/13.00,2.13
64.96.27.112,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.00,2.15
146.187.216.132,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/13.00,2.13
64.105.210.74,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,120,1769-L35E Ethernet Port,19.11
146.187.216.133,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/13.00,2.13
64.113.190.20,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,107,1769-L33ER/A LOGIX5333ER,34.11
209.219.148.166,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/11.00,2.11
146.187.216.134,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/13.00,2.13
209.46.25.124,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,58,1756-ENBT/A,2.4
31.112.27.10,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.04,2.15
158.142.201.152,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/15.02,2.15
64.193.76.138,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXB B/15.00,2.15
146.187.216.135,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/13.00,2.13
158.254.173.182,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWA B/15.00,2.15
50.85.6.212,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA C/21.02,2.21
31.147.254.248,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/14.00,2.14
50.85.6.218,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA A/3.00,1.3
64.193.77.68,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXB B/14.00,2.14
146.187.216.98,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/13.00,2.13
50.85.203.210,44818,Omron,Omron Corporation,Communication Module,23,CJ2M-EIP21,2.2
31.56.86.158,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA B/13.00,2.13
158.254.173.183,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWA A/5.00,1.5
64.231.126.184,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/14.00,2.14
145.167.72.228,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.04,2.15
23.119.208.231,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.00,2.15
158.248.198.231,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/15.02,2.15
145.182.204.202,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,154,1769-L18ER/A LOGIX5318ER,30.14
64.176.142.71,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,150,1769-L24ER-QBFC1B/A LOGIX5324ER,32.11
23.253.127.170,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA B/15.00,2.15
64.176.111.237,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,150,1769-L24ER-QBFC1B/A LOGIX5324ER,32.11
194.164.66.167,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA A/7.00,1.7
128.110.71.10,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BBB B/9.00,2.9
23.253.79.208,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/14.00,2.14
64.176.111.174,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,150,1769-L24ER-QBFC1B/A LOGIX5324ER,32.11
158.142.192.11,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,158,1769-L32E Ethernet Port,20.13
72.235.140.83,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,154,1769-L18ER/B LOGIX5318ER,26.13
158.142.192.9,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,158,1769-L32E Ethernet Port,20.13
49.152.142.50,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,99,1761-NET-ENI/D,1.8
158.142.192.10,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,158,1769-L32E Ethernet Port,20.13
158.248.198.230,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/16.00,2.16
158.142.192.19,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,158,1769-L32E Ethernet Port,20.13
130.20.145.238,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXBA B/10.00,2.1
158.142.192.8,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,158,1769-L32E Ethernet Port,20.13
23.166.155.148,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWA C/21.02,2.21
158.142.71.203,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWAA B/15.00,2.15
23.158.236.226,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,120,1769-L35E Ethernet Port,16.2
130.20.145.132,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BBB B/16.00,2.16
158.142.94.249,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWAA B/15.00,2.15
23.153.191.13,44818,Omron,Omron Corporation,Communication Module,13,CJ2B-EIP21,2.2
23.153.65.140,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/14.00,2.14
158.243.18.114,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,106,1769-L30ER/A LOGIX5330ER,32.11
158.142.94.248,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16AWA B/14.00,2.14
72.235.140.82,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,154,1769-L18ER/B LOGIX5318ER,26.13
23.153.65.139,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/13.00,2.13
158.243.18.116,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,158,1769-L32E Ethernet Port,15.4
23.152.96.134,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,177,1747-L552/C C/13 - DC 3.54 ,3.13
158.243.27.104,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,23,PLC-5/40E E/H - DC 2.53 ,5.8
130.56.164.28,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXBA B/11.00,2.11
72.238.190.23,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,150,1769-L24ER-QBFC1B/A LOGIX5324ER,20.12
130.75.216.65,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXB B/10.00,2.1
72.238.190.28,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,151,1769-L27ERM-QxC1B/A LOGIX5327ERM,20.13
158.141.36.110,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA B/16.00,2.16
72.238.190.31,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,151,1769-L27ERM-QxC1B/A LOGIX5327ERM,20.19
23.146.73.184,44818,Rockwell,"Rockwell Software, Inc.",Communication Module,115,DESKTOP-B5NTIVE,12.1
158.141.213.44,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWA C/21.02,2.21
72.238.170.163,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXBA B/14.00,2.14
158.243.27.64,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/14.00,2.14
158.141.209.141,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,158,1769-L32E Ethernet Port,19.11
158.243.27.68,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/14.00,2.14
72.208.68.63,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA B/15.00,2.15
158.141.193.213,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,166,1756-EN2T/D,10.7
158.243.27.71,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/14.00,2.14
72.61.4.239,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.04,2.15
158.141.193.215,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16AWA B/14.00,2.14
72.30.71.55,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,120,1769-L35E Ethernet Port,20.12
158.243.60.65,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,151,1769-L27ERM-QxC1B/A LOGIX5327ERM,32.11
72.20.114.201,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BBB B/14.00,2.14
158.243.60.91,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,151,1769-L27ERM-QxC1B/A LOGIX5327ERM,32.11
23.35.193.158,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.04,2.15
158.243.128.104,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXBA B/15.00,2.15
23.36.70.81,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA B/15.00,2.15
49.59.167.42,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,107,1769-L33ER/A LOGIX5333ER,24.13
158.241.177.103,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWA B/10.00,2.1
23.36.171.94,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXBA B/10.00,2.1
49.57.31.87,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/9.00,2.9
158.140.70.149,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,180,2080-LC20-20QWB,12.11
158.241.178.35,44818,Omron,Omron Corporation,PLC,1664,NJ101,2.5
23.39.234.81,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA C/21.07,2.21
72.76.58.38,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.04,2.15
158.140.72.46,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXBA B/21.07,2.21
23.39.159.199,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.04,2.15
158.241.163.230,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWAA B/15.00,2.15
72.80.159.13,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,141,2080-LC50-24QWB,8.11
23.39.189.198,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.00,2.15
158.140.251.157,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,166,1756-EN2T/D,10.7
23.40.67.220,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA C/21.02,2.21
74.141.242.120,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWA B/14.00,2.14
158.241.163.183,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA B/15.00,2.15
158.140.131.21,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,151,1769-L27ERM-QxC1B/A LOGIX5327ERM,20.19
23.97.149.189,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/14.00,2.14
74.139.133.160,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWA C/21.02,2.21
49.57.30.143,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/11.00,2.11
88.31.172.146,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA B/10.00,2.1
196.193.76.76,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXBA B/10.00,2.1
158.241.163.175,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,107,1769-L33ER/A LOGIX5333ER,29.11
158.140.49.69,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.00,2.15
74.139.133.199,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,176,1747-L551/C C/11 - DC 3.46 ,3.11
23.97.181.235,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/13.00,2.13
196.193.76.75,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXBA B/15.00,2.15
158.140.49.71,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.00,2.15
158.138.252.135,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/9.00,2.9
49.57.30.245,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/9.00,2.9
74.137.152.21,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,154,1769-L18ER/B LOGIX5318ER,26.13
4.111.67.100,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/14.00,2.14
74.129.161.10,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXBA B/15.00,2.15
74.70.184.101,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16DWD B/14.00,2.14
4.155.11.36,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,120,1769-L35E Ethernet Port,20.12
158.138.240.62,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,58,1756-ENBT/A,1.61
158.138.240.59,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,58,1756-ENBT/A,3.2
4.56.123.14,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,141,2080-LC50-24QWB,11.11
158.138.240.58,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,58,1756-ENBT/A,3.9
16.229.44.118,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BBB B/9.00,2.9
158.138.240.56,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,58,1756-ENBT/A,3.9
65.197.49.223,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXBA B/11.00,2.11
200.17.235.105,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,158,1769-L32E Ethernet Port,19.11
158.138.212.172,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWA B/15.00,2.15
74.72.205.130,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,176,1747-L551/C C/11 - DC 3.46 ,3.11
158.138.201.218,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16AWA B/14.00,2.14
16.229.46.237,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXBA B/10.00,2.1
74.174.246.213,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.04,2.15
49.57.23.134,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/9.00,2.9
75.112.156.156,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,176,1747-L551/C C/11 - DC 3.46 ,3.11
16.229.47.22,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BBB B/9.00,2.9
132.86.159.174,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,107,1769-L33ER/A LOGIX5333ER,21.11
136.23.131.91,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA B/15.00,2.15
49.57.22.192,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/9.00,2.9
75.189.219.151,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWA B/16.00,2.16
136.23.132.97,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/13.00,2.13
136.152.243.156,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16AWA B/9.00,2.9
50.80.245.164,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,108,1769-L36ERM/A LOGIX5336ERM,20.12
50.84.191.128,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,151,1768-ENBT/A,4.1
179.36.245.29,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,154,1769-L18ER/A LOGIX5318ER,21.11
16.229.47.18,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,158,1769-L32E Ethernet Port,15.4
179.36.66.248,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,154,1769-L18ER/A LOGIX5318ER,21.11
158.138.201.217,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWA B/14.00,2.14
16.229.47.17,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BBB B/9.00,2.9
158.138.201.226,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWA B/14.00,2.14
49.57.7.244,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/9.00,2.9
158.138.150.236,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.00,2.15
75.96.23.208,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXB B/15.00,2.15
136.152.150.90,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,158,1769-L32E Ethernet Port,20.19
179.36.66.177,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,58,1756-ENBT/A,4.3
75.96.34.170,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXB B/15.00,2.15
158.138.35.180,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,151,1769-L27ERM-QxC1B/A LOGIX5327ERM,33.11
202.163.143.26,44818,Keyence,Keyence Corporation,Communication Module,105,KV-NC1EP,1.1
136.152.133.83,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,152,1769-L19ER-BB1B/A LOGIX5319ER,28.12
16.229.47.14,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,158,1769-L32E Ethernet Port,15.4
179.49.15.231,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXBA A/5.00,1.5
158.138.74.42,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXB C/21.02,2.21
49.57.199.246,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/11.00,2.11
16.229.47.15,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,158,1769-L32E Ethernet Port,15.4
158.138.9.16,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,150,1769-L24ER-QBFC1B/A LOGIX5324ER,20.12
67.61.91.67,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,166,1756-EN2T/D,10.7
16.229.47.13,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,158,1769-L32E Ethernet Port,15.4
158.138.9.27,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,150,1769-L24ER-QBFC1B/A LOGIX5324ER,31.11
79.172.169.99,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA B/10.00,2.1
202.163.158.246,44818,Keyence,Keyence Corporation,Communication Module,105,KV-NC1EP,1.1
78.136.44.163,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,141,2080-LC50-24QWB,9.11
158.139.129.223,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,58,1756-ENBT/A,4.3
158.139.129.222,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,58,1756-ENBT/A,6.4
49.57.199.51,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/9.00,2.9
158.139.129.221,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,58,1756-ENBT/A,3.6
87.234.33.213,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,158,1769-L32E Ethernet Port,20.12
74.209.101.255,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXBA B/15.00,2.15
158.139.129.220,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,58,1756-ENBT/A,6.4
87.29.43.77,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXB A/5.00,1.5
202.163.159.10,44818,Keyence,Keyence Corporation,Communication Module,105,KV-NC1EP,1.1
49.57.199.221,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/9.00,2.9
207.240.11.2,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,158,1769-L32E Ethernet Port,20.14
206.64.171.207,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,107,1769-L33ER/A LOGIX5333ER,20.13
204.128.189.0,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/14.00,2.14
204.81.14.100,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,120,1769-L35E Ethernet Port,17.4
49.57.201.65,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/11.00,2.11
87.2.185.76,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/12.00,2.12
204.176.207.142,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,178,1747-L553/C C/11 - DC 3.46 ,3.11
49.57.201.105,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/9.00,2.9
205.159.207.186,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA C/21.07,2.21
78.35.24.208,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,158,1769-L32E Ethernet Port,15.4
205.69.209.124,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA B/10.00,2.1
161.138.125.155,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BBB B/14.00,2.14
223.114.148.77,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.00,2.15
223.58.56.56,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,178,1747-L553/C C/11 - DC 3.46 ,3.11
161.138.125.1,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/16.00,2.16
223.58.56.52,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,176,1747-L551/C C/13 - DC 3.54 ,3.13
223.58.56.86,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWA C/21.02,2.21
87.2.174.143,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXBA B/15.00,2.15
49.57.201.124,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/9.00,2.9
223.58.56.87,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWA B/15.00,2.15
223.58.56.124,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWA B/15.00,2.15
223.58.56.125,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWA B/15.00,2.15
223.58.56.127,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWA B/15.00,2.15
223.58.56.126,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWA B/15.00,2.15
223.53.146.167,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/14.00,2.14
49.57.223.138,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/11.00,2.11
223.71.223.52,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,99,1761-NET-ENI/D,1.8
87.2.172.102,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,120,1769-L35E Ethernet Port,19.11
161.138.165.166,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BBB B/14.00,2.14
49.57.223.69,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/9.00,2.9
223.74.145.186,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.00,2.15
223.76.74.77,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,107,1769-L33ER/A LOGIX5333ER,20.12
223.89.133.232,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA B/16.00,2.16
222.76.182.86,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,166,1756-EN2T/D,10.7
163.223.39.14,44818,Rockwell,Rockwell Automation/Allen-Bradley,AC Drive,40,PowerFlex 40 1P 240V   .50HP,4.1
49.57.223.241,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/9.00,2.9
222.213.116.212,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.04,2.15
222.202.120.7,44818,Yokogawa,Yokogawa Electric Corporation,Data Logger,5,MW100,1.1
49.57.223.121,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/9.00,2.9
49.57.223.106,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/9.00,2.9
154.239.55.238,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWAA B/13.00,2.13
157.217.150.45,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/12.00,2.12
157.217.150.44,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/12.00,2.12
158.142.27.234,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXBA C/21.02,2.21
222.191.173.74,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,120,1769-L35E Ethernet Port,13.24
